beta[1],beta[2],invsigmasq,invtausq,phi,sigs,taus
5.26614942999368,3.23225428934939,0.0103966182599932,0.00950598489536343,8.97812967692943,96.1851224112039,105.196885015855
3.86973651132156,-0.798601851543046,0.0103966182599932,0.00950598489536343,6.76342978975193,96.1851224112039,105.196885015855
-0.316089534667081,1.20601485889993,0.0103966182599932,0.953342195580663,6.76342978975193,96.1851224112039,1.048941297926
0.734755413742957,0.824279031710381,0.143732979074835,1.75753170532557,6.70632301536812,6.95734553361863,0.568979778270775
0.42052199317902,-1.09506250769382,0.143732979074835,1.75753170532557,6.70632301536812,6.95734553361863,0.568979778270775
0.418668000454199,-0.621907367760923,0.143732979074835,2.48428245271102,6.70632301536812,6.95734553361863,0.402530718239679
0.552955011516771,-0.246501235805633,1.24375835105872,3.24745820116857,6.54179941911453,0.804014702010865,0.307933139721447
0.911113706878667,-0.254102974189597,1.80042154973237,3.24745820116857,4.97801736804353,0.555425478076868,0.307933139721447
0.878494989834457,-0.955698434545721,1.80042154973237,3.64556408153563,4.36599097479276,0.555425478076868,0.274305972308891
0.424368135226459,-0.409754300041716,3.23344525143341,5.62596398004149,3.99876949832625,0.309267645572997,0.177747316468355
0.495082857454201,-0.495421178553777,3.23344525143341,5.61491850157583,3.99876949832625,0.309267645572997,0.17809697499961
0.675975490284967,-0.487601865965302,3.23344525143341,7.08047336313872,3.99876949832625,0.309267645572997,0.141233495094558
0.591494978447206,-0.553761240357834,3.23344525143341,7.08047336313872,3.99876949832625,0.309267645572997,0.141233495094558
1.03477642034133,-0.943897700463825,3.30778657558508,7.08047336313872,3.99876949832625,0.302316965484123,0.141233495094558
0.899803599900493,-0.403742854939165,3.9017327632135,7.41342373435223,3.99876949832625,0.256296384372668,0.134890441425358
0.784704556048615,-0.538002510639131,5.20104506577693,7.41342373435223,3.99876949832625,0.192269051191276,0.134890441425358
0.578849830625536,-0.554205099958652,5.20104506577693,7.41342373435223,3.99876949832625,0.192269051191276,0.134890441425358
0.993814095818369,-0.667539727832538,5.20104506577693,7.41342373435223,3.99876949832625,0.192269051191276,0.134890441425358
0.947713047148197,-0.68770683394625,6.87934227359322,7.41342373435223,3.53712476796568,0.145362733852997,0.134890441425358
0.779360411499817,-0.602636377062709,6.67196152999126,7.41342373435223,3.25801146498912,0.149880960120181,0.134890441425358
0.636682004346362,-0.446569971066647,6.67196152999126,7.41342373435223,3.07845493494574,0.149880960120181,0.134890441425358
0.722839388475623,-0.674039129115376,6.59839712586493,7.41342373435223,2.75418466269942,0.151551957380698,0.134890441425358
0.445768300269282,-0.721537697054617,7.1298933184975,7.41342373435223,1.79834555942262,0.14025455295462,0.134890441425358
0.315987470058323,-0.650912050610042,6.26011044481101,7.35652695650484,1.86685709269976,0.159741590634219,0.135933709739998
0.348132250502949,-0.35160622455166,6.26011044481101,7.35652695650484,1.88425271239301,0.159741590634219,0.135933709739998
0.392255976180923,-0.424397727831144,6.26011044481101,7.35652695650484,1.88425271239301,0.159741590634219,0.135933709739998
1.25701489751266,-0.30564552097241,5.63884375001419,7.35652695650484,1.88425271239301,0.177341321081558,0.135933709739998
0.921489941345734,-0.631176687383791,6.41842775909004,8.06976747661766,1.34137077528108,0.155801395222336,0.123919307823617
0.565488109245596,-0.70425851532392,6.41842775909004,10.377745875677,1.44717314317479,0.155801395222336,0.0963600392589843
0.35222069377882,-0.586127204426958,7.01740290890035,11.1653854813072,1.44717314317479,0.142502862238632,0.0895625145835023
0.657162518505543,-0.554742776265524,6.58652337929627,11.1653854813072,1.44717314317479,0.151825165176419,0.0895625145835023
0.652428740997986,-0.29289134560045,5.8492116884563,11.1653854813072,1.43042488702292,0.17096320893524,0.0895625145835023
0.402978854186458,-0.515752409441612,5.8492116884563,11.1653854813072,1.43042488702292,0.17096320893524,0.0895625145835023
0.838770689338851,-0.349813187741284,5.46813563734738,11.1653854813072,1.43042488702292,0.182877687446156,0.0895625145835023
0.834317128454319,-0.593061918973451,5.46813563734738,11.7067128172709,1.41702536387701,0.182877687446156,0.0854210755494662
1.10029233638986,-0.614038815192418,5.88883028060189,11.7067128172709,1.41702536387701,0.169813010793341,0.0854210755494662
0.768349574305516,-0.598350402104975,5.88883028060189,11.7067128172709,1.41702536387701,0.169813010793341,0.0854210755494662
0.713932856835738,-0.331835238957763,7.46498846182063,13.5098547251884,1.08589332748579,0.133958679924886,0.0740200409509628
0.388429793422769,-0.513948070584212,5.95049145357029,13.4481473031763,1.08589332748579,0.168053346148409,0.0743596852009355
0.853225582028346,-0.448605660337818,5.95049145357029,13.4481473031763,1.08589332748579,0.168053346148409,0.0743596852009355
0.415008160037492,-0.587404491524213,6.1739718684856,13.4481473031763,1.08589332748579,0.161970287733962,0.0743596852009355
1.12283358215272,-0.429145921115502,6.2166221182823,13.5843691962791,1.49306093090963,0.160859061556778,0.0736140181079524
0.547727354045799,-0.441399831090675,6.29843242863631,13.5843691962791,1.49306093090963,0.158769663933112,0.0736140181079524
0.774968447909627,-0.621667461523337,5.90919524691793,15.0467207350255,1.49306093090963,0.169227781146946,0.0664596637107922
0.828128607872077,-0.676198638085653,5.90919524691793,15.0467207350255,1.23412834779084,0.169227781146946,0.0664596637107922
0.93990943966995,-0.733291309068562,5.90919524691793,15.6677749377637,1.23412834779084,0.169227781146946,0.0638252721890791
0.731675794576886,-0.349954102991598,5.90919524691793,15.6677749377637,1.23412834779084,0.169227781146946,0.0638252721890791
0.810654922484679,-0.35723790097237,5.70305068027872,15.6677749377637,1.23412834779084,0.175344750741568,0.0638252721890791
0.912286685026336,-0.412818225978119,3.89472310092382,15.6677749377637,1.23412834779084,0.25675766263404,0.0638252721890791
1.36776742176022,-0.596554039521935,3.84415739948155,15.6677749377637,1.23412834779084,0.260135029885838,0.0638252721890791
0.615336684577929,-0.79389627045322,3.84415739948155,15.7507406713496,1.23412834779084,0.260135029885838,0.0634890778069241
1.07478703094205,-0.628848993906739,3.84415739948155,15.7507406713496,1.23412834779084,0.260135029885838,0.0634890778069241
